Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt,Floor_Ratio,Location_Encoded
Kondapur,2636.6,4,4,3.0,1,3,4,19520088.0,7403.5,0.75,9
Banjara Hills,1755.3,3,3,1.0,20,19,23,21010868.0,11970.0,0.826,1
Ameerpet,1544.9,3,3,1.0,15,12,23,8931698.0,5781.4,0.522,0
Tellapur,2832.0,5,5,1.0,15,12,20,17102519.0,6039.0,0.6,18
Nallagandla,2162.2,4,4,1.0,0,0,5,13187007.0,6098.9,0.0,15
Nallagandla,1141.2,2,3,1.0,2,0,25,7029312.0,6159.6,0.0,15
Kukatpally,1384.6,3,3,1.0,25,7,22,7429260.0,5365.6,0.318,10
Bowenpally,1396.5,2,3,2.0,0,13,19,7649561.0,5477.7,0.684,3
Gachibowli,1651.2,3,4,1.0,15,6,6,11675228.0,7070.8,1.0,5
Hitech City,982.8,2,3,1.0,1,23,23,9757223.0,9928.0,1.0,6
Gachibowli,1711.9,3,3,2.0,7,0,17,12386491.0,7235.5,0.0,5
Madhapur,950.5,2,3,2.0,0,20,25,7974426.0,8389.7,0.8,12
Financial District,1154.8,2,3,1.0,25,8,22,9913328.0,8584.5,0.364,4
Uppal,1163.8,2,2,1.0,7,4,11,4973905.0,4273.8,0.364,19
Banjara Hills,1538.1,3,3,1.0,2,2,2,22454420.0,14598.8,1.0,1
Shaikpet,1678.2,3,4,1.0,5,18,18,12450950.0,7419.2,1.0,17
Madhapur,1997.4,4,4,1.0,1,4,20,17501581.0,8762.2,0.2,12
Hitech City,1290.2,2,3,1.0,15,3,22,9476454.0,7344.9,0.136,6
Nallagandla,1975.7,4,4,0.0,1,0,8,12317093.0,6234.3,0.0,15
Jubilee Hills,1152.8,2,3,1.0,5,8,17,15100779.0,13099.2,0.471,7
Kompally,2069.5,4,4,2.0,25,12,24,9964165.0,4814.8,0.5,8
Manikonda,1955.7,3,4,1.0,2,3,7,13030314.0,6662.7,0.429,13
Kompally,1225.5,2,3,1.0,0,23,23,6551200.0,5345.7,1.0,8
Tellapur,2009.7,3,4,0.0,1,11,12,15600413.0,7762.6,0.917,18
Bowenpally,661.5,1,2,1.0,3,1,3,3446262.0,5209.8,0.333,3
Miyapur,1589.5,3,3,1.0,0,1,5,8218777.0,5170.7,0.2,14
Begumpet,1607.3,3,4,1.0,7,7,13,12517647.0,7788.0,0.538,2
Uppal,1719.7,3,3,1.0,1,9,20,7882572.0,4583.7,0.45,19
Gachibowli,1123.8,2,2,0.0,0,19,23,9713240.0,8643.2,0.826,5
Tellapur,1760.3,3,4,1.0,5,4,14,10795497.0,6132.8,0.286,18
Manikonda,2170.8,4,4,2.0,5,3,5,11537885.0,5315.0,0.6,13
Gachibowli,1239.0,2,2,0.0,1,8,19,10766476.0,8689.6,0.421,5
Banjara Hills,1635.2,3,3,1.0,10,3,7,19528966.0,11942.9,0.429,1
Ameerpet,730.7,1,1,1.0,7,4,5,4275197.0,5850.8,0.8,0
Kondapur,586.5,1,1,1.0,10,8,9,3774966.0,6436.4,0.889,9
Manikonda,646.2,1,1,1.0,15,6,8,3619648.0,5601.4,0.75,13
Nallagandla,953.7,2,2,1.0,25,3,7,5898139.0,6184.5,0.429,15
Nizampet,982.3,2,2,1.0,5,19,23,4376329.0,4455.2,0.826,16
Ameerpet,1281.3,2,2,1.0,0,3,17,7370129.0,5752.1,0.176,0
Madhapur,708.3,1,1,1.0,20,6,6,4526291.0,6390.4,1.0,12
Kukatpally,1789.9,3,3,0.0,20,12,16,9093367.0,5080.4,0.75,10
Shaikpet,1130.2,2,3,0.0,10,3,4,6528358.0,5776.3,0.75,17
Banjara Hills,1575.2,3,3,1.0,0,2,6,22633769.0,14368.8,0.333,1
Nallagandla,1269.3,2,2,1.0,0,3,10,8417643.0,6631.7,0.3,15
Hitech City,1013.2,2,2,2.0,7,6,19,9238054.0,9117.7,0.316,6
Uppal,1511.5,3,3,1.0,3,2,7,6015410.0,3979.8,0.286,19
Jubilee Hills,1117.3,2,3,1.0,10,5,12,13410849.0,12002.9,0.417,7
Uppal,1155.3,2,2,2.0,0,6,16,4944195.0,4279.6,0.375,19
Ameerpet,1436.8,3,3,1.0,7,8,25,9276338.0,6456.2,0.32,0
Jubilee Hills,662.6,1,1,1.0,2,3,15,9520174.0,14367.9,0.2,7
Shaikpet,1200.1,2,2,1.0,3,13,17,8867795.0,7389.2,0.765,17
LB Nagar,2581.3,4,5,2.0,5,1,20,11128988.0,4311.4,0.05,11
Ameerpet,1716.0,3,4,2.0,2,8,22,11274655.0,6570.3,0.364,0
Kukatpally,1547.3,3,4,2.0,10,17,20,9676488.0,6253.8,0.85,10
Nizampet,1698.6,3,3,0.0,7,24,24,9673788.0,5695.2,1.0,16
Tellapur,1380.8,2,3,1.0,1,2,10,9997381.0,7240.3,0.2,18
Hitech City,2590.1,4,5,2.0,2,8,18,23076809.0,8909.6,0.444,6
Nizampet,1191.5,2,2,0.0,10,1,8,5486136.0,4604.4,0.125,16
Shaikpet,1332.5,3,3,2.0,10,7,10,8841134.0,6635.0,0.7,17
Hitech City,658.5,1,1,0.0,3,0,3,5351535.0,8126.9,0.0,6
Nizampet,2938.8,4,5,1.0,1,2,12,15751744.0,5359.9,0.167,16
Nizampet,1297.2,2,2,0.0,3,0,2,7205072.0,5554.3,0.0,16
Gachibowli,2480.1,4,5,1.0,15,16,16,21121605.0,8516.4,1.0,5
Begumpet,1084.1,2,2,1.0,2,2,20,7611807.0,7021.3,0.1,2
Shaikpet,1200.9,2,2,1.0,1,4,5,8026953.0,6684.1,0.8,17
Kompally,1644.5,3,4,2.0,10,15,15,8852217.0,5382.9,1.0,8
Shaikpet,1474.5,3,3,1.0,25,14,21,8365236.0,5673.3,0.667,17
Nallagandla,1674.7,3,3,1.0,20,0,6,9576191.0,5718.2,0.0,15
Kompally,1015.0,2,2,2.0,2,5,5,4746847.0,4676.7,1.0,8
Jubilee Hills,1690.7,3,3,2.0,20,2,2,23005298.0,13607.0,1.0,7
Ameerpet,1026.0,2,3,0.0,7,9,21,6025737.0,5873.0,0.429,0
LB Nagar,1358.5,2,3,1.0,5,3,4,5855416.0,4310.2,0.75,11
Kukatpally,2425.4,4,4,1.0,2,1,5,14293360.0,5893.2,0.2,10
Kondapur,1208.5,2,3,2.0,2,1,14,9843665.0,8145.4,0.071,9
Financial District,1789.7,3,3,2.0,15,4,10,14526664.0,8116.8,0.4,4
Hitech City,540.3,1,1,2.0,25,0,11,4288063.0,7936.4,0.0,6
LB Nagar,1666.5,3,4,2.0,1,2,6,7707502.0,4625.0,0.333,11
Bowenpally,1935.8,3,3,1.0,7,3,7,9788415.0,5056.5,0.429,3
Begumpet,1187.0,2,3,2.0,5,6,17,9713810.0,8183.5,0.353,2
Kukatpally,2033.6,4,4,0.0,7,0,2,11042726.0,5430.1,0.0,10
Kompally,1167.2,2,2,1.0,5,5,9,4771194.0,4087.7,0.556,8
Bowenpally,1026.5,2,2,1.0,0,2,2,5940964.0,5787.6,1.0,3
Gachibowli,1336.1,3,4,0.0,3,11,13,12173195.0,9111.0,0.846,5
Shaikpet,1200.9,2,3,1.0,3,2,6,8420708.0,7012.0,0.333,17
Manikonda,1685.9,3,4,3.0,15,8,22,9154341.0,5429.9,0.364,13
Ameerpet,1865.1,3,3,2.0,2,2,9,12577676.0,6743.7,0.222,0
Gachibowli,2086.9,4,5,0.0,15,2,2,15334090.0,7347.8,1.0,5
Hitech City,1420.3,3,3,2.0,1,8,21,14697813.0,10348.4,0.381,6
Manikonda,1573.2,3,3,2.0,0,4,18,9948938.0,6324.0,0.222,13
Tellapur,713.0,1,1,1.0,7,4,11,5463190.0,7662.3,0.364,18
Ameerpet,2118.9,3,4,1.0,5,14,20,13507791.0,6374.9,0.7,0
Jubilee Hills,1739.0,3,4,2.0,10,2,10,21753381.0,12509.1,0.2,7
Ameerpet,2840.4,4,4,1.0,5,15,19,18888808.0,6650.1,0.789,0
Begumpet,3339.8,5,5,2.0,2,3,11,25376665.0,7598.3,0.273,2
Nallagandla,1013.9,2,2,1.0,7,6,6,6549383.0,6459.6,1.0,15
Nizampet,1625.3,3,4,1.0,3,7,16,8267733.0,5086.9,0.438,16
Ameerpet,1981.6,4,4,1.0,0,4,19,13243091.0,6683.0,0.211,0
Begumpet,1728.4,3,3,1.0,5,3,17,11682003.0,6758.9,0.176,2
Shaikpet,1167.9,2,2,1.0,7,6,12,8547708.0,7318.9,0.5,17
Gachibowli,647.0,1,2,1.0,3,4,14,6087434.0,9408.7,0.286,5
Kondapur,570.6,1,1,0.0,15,2,19,3903802.0,6841.6,0.105,9
Kondapur,1207.8,2,2,1.0,1,4,4,8529467.0,7062.0,1.0,9
Begumpet,1723.4,3,3,1.0,7,11,18,13978072.0,8110.8,0.611,2
Nallagandla,538.7,1,1,1.0,25,2,6,2948261.0,5472.9,0.333,15
Kompally,2184.0,4,5,1.0,1,6,15,11548727.0,5287.9,0.4,8
Begumpet,1524.3,3,4,1.0,10,20,25,10478589.0,6874.4,0.8,2
Kukatpally,566.6,1,1,1.0,7,15,16,3598857.0,6351.7,0.938,10
LB Nagar,1100.4,2,2,1.0,15,8,9,4154699.0,3775.6,0.889,11
Jubilee Hills,985.6,2,3,2.0,2,8,18,14277369.0,14486.0,0.444,7
Madhapur,2056.8,4,4,2.0,3,0,19,14742504.0,7167.7,0.0,12
Nizampet,1036.5,2,3,0.0,15,7,13,4939984.0,4766.0,0.538,16
Nizampet,1516.0,3,3,1.0,5,7,16,8903638.0,5873.1,0.438,16
Financial District,1873.5,3,3,1.0,1,0,6,14460819.0,7718.6,0.0,4
Kondapur,3560.7,5,5,1.0,25,12,20,20520062.0,5762.9,0.6,9
Financial District,1659.5,3,3,1.0,7,19,25,16323275.0,9836.3,0.76,4
Nallagandla,1142.7,2,3,2.0,3,3,10,7316523.0,6402.8,0.3,15
Banjara Hills,1593.6,3,3,1.0,10,1,7,20143766.0,12640.4,0.143,1
Jubilee Hills,1142.3,2,2,1.0,15,0,18,14888523.0,13033.8,0.0,7
Gachibowli,972.9,3,4,1.0,25,5,13,7214391.0,7415.3,0.385,5
Madhapur,1152.1,3,3,2.0,2,0,21,10186110.0,8841.3,0.0,12
Hitech City,2548.5,4,4,2.0,3,17,17,23391398.0,9178.5,1.0,6
Banjara Hills,1375.2,3,3,2.0,10,0,2,19129408.0,13910.3,0.0,1
Banjara Hills,1541.9,3,3,1.0,5,0,2,20765027.0,13467.2,0.0,1
LB Nagar,987.4,2,2,3.0,10,3,4,3768717.0,3816.8,0.75,11
Shaikpet,1115.1,2,2,2.0,5,10,14,6578000.0,5899.0,0.714,17
Gachibowli,2796.4,4,4,1.0,0,3,17,22925668.0,8198.3,0.176,5
Tellapur,1213.9,2,2,2.0,5,4,14,8467065.0,6975.1,0.286,18
Kukatpally,1263.5,2,2,2.0,3,3,6,7734350.0,6121.4,0.5,10
Nizampet,1270.5,2,3,2.0,3,4,15,6431518.0,5062.2,0.267,16
Bowenpally,1908.5,3,4,1.0,20,9,17,9440435.0,4946.5,0.529,3
Kondapur,2642.5,4,4,0.0,1,8,10,19991956.0,7565.5,0.8,9
Hitech City,1126.9,2,3,2.0,2,3,17,11309036.0,10035.5,0.176,6
Bowenpally,1879.8,4,4,1.0,0,1,2,10226092.0,5440.0,0.5,3
Bowenpally,2628.9,4,5,3.0,1,16,18,15254988.0,5802.8,0.889,3
Uppal,647.0,1,1,2.0,15,10,20,2894458.0,4473.7,0.5,19
Begumpet,1639.6,3,3,2.0,15,12,23,10308653.0,6287.3,0.522,2
Shaikpet,1911.2,3,3,3.0,5,7,23,12470238.0,6524.8,0.304,17
Nallagandla,1133.0,2,3,1.0,2,1,11,7125404.0,6289.0,0.091,15
Kompally,1350.6,3,4,2.0,25,3,7,5457426.0,4040.7,0.429,8
Bowenpally,1995.4,4,5,3.0,25,9,14,9599918.0,4811.0,0.643,3
Kompally,1092.1,2,3,1.0,5,11,15,5033988.0,4609.5,0.733,8
Jubilee Hills,981.7,2,3,2.0,3,3,8,12425631.0,12657.3,0.375,7
Financial District,2409.6,4,4,1.0,3,0,6,20774923.0,8621.7,0.0,4
LB Nagar,2280.0,4,4,3.0,3,2,5,10472718.0,4593.3,0.4,11
Financial District,1628.6,3,3,2.0,3,10,24,15499116.0,9516.8,0.417,4
Bowenpally,3569.5,5,5,2.0,3,2,10,17624137.0,4937.4,0.2,3
Madhapur,1227.8,2,2,2.0,5,16,18,10147991.0,8265.2,0.889,12
Miyapur,1107.7,2,3,0.0,10,10,10,5539185.0,5000.6,1.0,14
Kondapur,1515.3,3,4,1.0,5,16,23,10469656.0,6909.3,0.696,9
Begumpet,1306.5,2,2,2.0,15,8,17,9750894.0,7463.4,0.471,2
Miyapur,2195.4,4,4,1.0,15,9,10,11396474.0,5191.1,0.9,14
LB Nagar,578.9,1,1,1.0,2,0,14,2455352.0,4241.4,0.0,11
Jubilee Hills,1538.9,3,4,2.0,15,3,21,18369731.0,11936.9,0.143,7
LB Nagar,1494.0,3,3,1.0,15,0,4,4836923.0,3237.6,0.0,11
Gachibowli,1236.8,2,2,2.0,20,16,19,9429500.0,7624.1,0.842,5
Banjara Hills,1131.7,2,2,3.0,5,20,25,16756686.0,14806.7,0.8,1
Kompally,943.7,2,2,1.0,1,9,24,4436722.0,4701.4,0.375,8
Begumpet,1485.7,3,4,3.0,3,1,3,11083056.0,7459.8,0.333,2
Gachibowli,2075.6,3,4,3.0,1,2,6,17519047.0,8440.5,0.333,5
Uppal,995.7,2,2,1.0,2,12,20,4774253.0,4794.9,0.6,19
Manikonda,1167.2,2,2,1.0,2,0,2,6619280.0,5671.1,0.0,13
Manikonda,1574.0,3,4,1.0,20,0,16,8323956.0,5288.4,0.0,13
Nallagandla,953.8,2,3,2.0,2,12,25,5628491.0,5901.1,0.48,15
Kukatpally,1245.7,2,2,1.0,7,2,16,6618977.0,5313.5,0.125,10
Gachibowli,774.7,1,1,1.0,3,5,14,6716960.0,8670.4,0.357,5
Gachibowli,1054.9,2,2,1.0,20,6,10,8225861.0,7797.8,0.6,5
Banjara Hills,1344.6,3,3,1.0,3,11,23,19829909.0,14747.8,0.478,1
Madhapur,1156.8,2,3,0.0,7,6,6,8049349.0,6958.3,1.0,12
Begumpet,1232.0,2,2,2.0,5,16,19,9199449.0,7467.1,0.842,2
Nallagandla,2344.1,4,5,2.0,0,4,4,14961675.0,6382.7,1.0,15
Jubilee Hills,1155.8,2,2,1.0,3,6,6,15557870.0,13460.7,1.0,7
Miyapur,1740.1,3,4,2.0,3,17,25,11403939.0,6553.6,0.68,14
Nizampet,2396.7,4,4,2.0,2,0,2,13435601.0,5605.9,0.0,16
Hitech City,1917.1,3,3,2.0,5,2,22,14675113.0,7654.9,0.091,6
Kompally,1759.2,3,3,0.0,2,0,2,8885829.0,5051.1,0.0,8
Kukatpally,1216.8,2,3,1.0,15,13,25,6479339.0,5324.9,0.52,10
Uppal,1046.9,2,3,1.0,10,0,2,4368863.0,4173.1,0.0,19
Begumpet,1471.3,3,3,3.0,2,12,22,11969314.0,8135.2,0.545,2
Nizampet,1077.3,2,2,2.0,7,5,5,5470966.0,5078.4,1.0,16
Gachibowli,1576.5,3,4,2.0,1,9,14,14364008.0,9111.3,0.643,5
Jubilee Hills,1510.1,3,3,2.0,0,4,9,20216291.0,13387.4,0.444,7
Banjara Hills,1613.2,3,3,2.0,1,9,14,22099839.0,13699.4,0.643,1
Bowenpally,2164.4,4,4,1.0,25,9,15,9666526.0,4466.1,0.6,3
Jubilee Hills,1747.3,3,3,1.0,5,0,23,23326385.0,13350.0,0.0,7
Nallagandla,1015.7,2,2,1.0,7,5,5,5982922.0,5890.4,1.0,15
Uppal,2272.9,4,4,1.0,25,5,6,8847885.0,3892.8,0.833,19
Manikonda,1352.0,2,2,2.0,1,11,17,9299395.0,6878.3,0.647,13
Uppal,1832.2,3,3,3.0,7,2,7,8015019.0,4374.5,0.286,19
Ameerpet,2251.5,4,4,1.0,10,19,21,14726593.0,6540.8,0.905,0
Banjara Hills,1687.4,3,4,1.0,25,2,5,20647162.0,12236.1,0.4,1
Nizampet,1580.9,3,4,1.0,7,1,14,7336612.0,4640.8,0.071,16
Madhapur,2212.4,4,4,1.0,2,7,13,21464504.0,9701.9,0.538,12
Tellapur,1991.2,3,4,1.0,2,3,10,11856745.0,5954.6,0.3,18
Financial District,1225.0,2,3,2.0,2,9,24,11414181.0,9317.7,0.375,4
Financial District,1360.7,2,2,0.0,1,0,9,12046419.0,8853.1,0.0,4
Begumpet,1690.7,3,3,0.0,5,19,22,13287333.0,7859.1,0.864,2
Nallagandla,3177.7,5,6,2.0,5,5,6,22355056.0,7035.0,0.833,15
Kondapur,1285.0,2,3,1.0,10,5,15,9624828.0,7490.1,0.333,9
Kondapur,1970.5,4,5,2.0,3,4,8,15409521.0,7820.1,0.5,9
Miyapur,1465.6,3,4,1.0,2,4,14,8120203.0,5540.5,0.286,14
Uppal,2116.8,4,4,1.0,1,10,25,10831288.0,5116.8,0.4,19
Ameerpet,1041.6,2,2,1.0,7,12,19,6868389.0,6594.1,0.632,0
Jubilee Hills,1692.1,3,4,2.0,10,10,15,23448355.0,13857.5,0.667,7
Shaikpet,1481.2,3,4,2.0,0,15,16,12180166.0,8223.2,0.938,17
Kondapur,1706.0,3,4,3.0,3,4,13,13164771.0,7716.7,0.308,9
Uppal,3698.4,5,6,3.0,15,4,6,12944688.0,3500.1,0.667,19
LB Nagar,1240.8,2,3,0.0,1,20,23,5602981.0,4515.6,0.87,11
Madhapur,640.4,1,1,3.0,5,4,6,4966495.0,7755.3,0.667,12
Financial District,1115.4,2,2,1.0,10,11,21,11559878.0,10363.9,0.524,4
Kondapur,1396.5,2,2,1.0,7,5,16,9291871.0,6653.7,0.312,9
Shaikpet,1361.0,2,3,1.0,25,9,9,7480396.0,5496.2,1.0,17
Gachibowli,1022.7,2,2,0.0,0,3,3,7765978.0,7593.6,1.0,5
Uppal,1778.8,3,3,2.0,3,14,25,9371637.0,5268.5,0.56,19
Ameerpet,1222.4,2,2,0.0,0,4,4,7609181.0,6224.8,1.0,0
Gachibowli,1096.8,2,3,2.0,25,19,24,8222494.0,7496.8,0.792,5
Kukatpally,1068.8,2,2,1.0,3,4,8,6528505.0,6108.3,0.5,10
Uppal,1248.7,2,2,3.0,20,1,2,5471306.0,4381.6,0.5,19
Shaikpet,1738.1,3,3,1.0,2,9,22,12855563.0,7396.3,0.409,17
Ameerpet,3852.4,5,6,2.0,1,1,19,25306101.0,6568.9,0.053,0
Madhapur,1177.8,2,3,1.0,5,7,7,9460913.0,8032.7,1.0,12
Uppal,1825.7,3,3,1.0,3,4,4,7445418.0,4078.1,1.0,19
Gachibowli,1272.5,2,2,1.0,1,5,14,10998861.0,8643.5,0.357,5
Nizampet,3050.3,5,5,1.0,10,14,17,16150630.0,5294.8,0.824,16
Nallagandla,1359.8,2,2,1.0,5,17,17,8447918.0,6212.6,1.0,15
Miyapur,1238.9,2,2,2.0,5,6,23,6553459.0,5289.7,0.261,14
Begumpet,592.6,1,2,3.0,1,9,24,4764885.0,8040.6,0.375,2
Kompally,2520.1,4,4,2.0,5,10,12,11532483.0,4576.2,0.833,8
Hitech City,1660.2,3,3,0.0,15,7,14,13121886.0,7903.8,0.5,6
Bowenpally,1294.6,3,3,1.0,1,2,23,6382397.0,4930.0,0.087,3
LB Nagar,2590.8,4,5,0.0,7,10,24,11518041.0,4445.7,0.417,11
Nizampet,2242.1,4,4,1.0,3,13,21,12222652.0,5451.4,0.619,16
Gachibowli,770.3,1,1,2.0,20,8,20,5798664.0,7527.8,0.4,5
Manikonda,1304.8,3,3,2.0,3,0,7,7508526.0,5754.5,0.0,13
Jubilee Hills,1238.2,2,3,1.0,1,0,4,17018733.0,13744.7,0.0,7
Tellapur,1598.6,3,4,1.0,7,7,18,11890517.0,7438.1,0.389,18
Tellapur,1285.1,2,2,1.0,0,4,25,8551799.0,6654.6,0.16,18
Nizampet,2883.1,4,4,1.0,5,4,11,13912540.0,4825.5,0.364,16
Ameerpet,1209.4,2,2,1.0,1,4,4,7442086.0,6153.5,1.0,0
Nallagandla,3324.5,5,6,2.0,2,5,9,23584867.0,7094.3,0.556,15
Ameerpet,508.7,1,1,1.0,3,4,17,3425338.0,6733.5,0.235,0
Jubilee Hills,1408.9,3,3,1.0,3,4,7,21222802.0,15063.4,0.571,7
Kukatpally,1163.9,2,3,1.0,3,2,4,6836736.0,5874.0,0.5,10
Bowenpally,2711.5,4,4,1.0,3,0,10,15293201.0,5640.1,0.0,3
Hitech City,1780.6,3,3,1.0,15,13,15,15218079.0,8546.6,0.867,6
Kukatpally,1013.1,2,3,2.0,2,6,9,6206293.0,6126.0,0.667,10
Nizampet,1803.9,3,3,0.0,7,0,20,8332307.0,4619.1,0.0,16
Kondapur,1578.0,3,4,1.0,5,12,16,11396606.0,7222.2,0.75,9
Miyapur,515.8,1,2,1.0,7,0,7,2556382.0,4956.1,0.0,14
LB Nagar,1068.1,2,2,1.0,7,3,11,4347559.0,4070.4,0.273,11
Begumpet,1647.1,3,4,1.0,7,7,23,11077475.0,6725.4,0.304,2
Financial District,907.5,2,3,1.0,15,7,11,8505548.0,9372.5,0.636,4
Tellapur,1903.0,4,4,2.0,2,1,12,12644315.0,6644.4,0.083,18
Begumpet,1115.5,2,3,1.0,0,17,20,9265943.0,8306.5,0.85,2
Begumpet,1238.7,2,3,1.0,10,1,13,8373429.0,6759.9,0.077,2
LB Nagar,932.0,2,3,1.0,3,4,10,4173685.0,4478.2,0.4,11
Manikonda,1805.9,3,4,2.0,0,2,16,12475874.0,6908.4,0.125,13
Shaikpet,786.3,1,1,1.0,20,4,20,4327076.0,5503.1,0.2,17
Ameerpet,1059.0,2,3,2.0,10,2,10,6279869.0,5930.0,0.2,0
Begumpet,1168.3,2,3,0.0,2,11,23,7822570.0,6695.7,0.478,2
Banjara Hills,1345.2,3,3,1.0,7,1,14,18266195.0,13578.8,0.071,1
Begumpet,1922.1,4,5,2.0,1,6,6,14559739.0,7574.9,1.0,2
Kukatpally,1046.1,2,3,3.0,7,17,21,6010432.0,5745.6,0.81,10
Nallagandla,1583.4,3,3,1.0,3,6,8,10333155.0,6525.9,0.75,15
Tellapur,3448.1,5,6,1.0,2,4,6,22096363.0,6408.3,0.667,18
Uppal,2138.2,4,4,1.0,10,11,12,8880052.0,4153.1,0.917,19
Ameerpet,1399.1,3,3,2.0,0,12,14,9974939.0,7129.5,0.857,0
Begumpet,1732.7,3,3,1.0,10,5,8,11404864.0,6582.1,0.625,2
Financial District,1603.1,3,3,2.0,5,8,10,14327860.0,8937.6,0.8,4
Begumpet,1089.6,2,2,1.0,3,10,16,8250974.0,7572.5,0.625,2
Bowenpally,1585.3,3,4,2.0,10,11,17,7572032.0,4776.4,0.647,3
Bowenpally,1211.4,2,3,3.0,0,8,13,6727529.0,5553.5,0.615,3
Hitech City,1894.9,3,3,1.0,1,7,16,18435645.0,9729.1,0.438,6
Ameerpet,1497.7,3,3,2.0,7,2,13,8375561.0,5592.3,0.154,0
Banjara Hills,1727.2,3,3,2.0,2,6,11,24666087.0,14281.0,0.545,1
LB Nagar,1715.7,3,4,0.0,2,20,24,7254142.0,4228.1,0.833,11
Ameerpet,1207.1,2,2,2.0,5,5,11,7635338.0,6325.4,0.455,0
LB Nagar,1715.0,3,3,3.0,7,6,10,6192328.0,3610.7,0.6,11
Shaikpet,1054.2,2,3,2.0,20,17,22,6182456.0,5864.6,0.773,17
Miyapur,782.6,2,3,1.0,10,2,18,4287728.0,5478.8,0.111,14
Kukatpally,1511.2,3,3,1.0,3,7,11,9643050.0,6381.1,0.636,10
Shaikpet,1505.1,3,4,1.0,20,18,23,9490215.0,6305.4,0.783,17
Uppal,1696.2,3,3,2.0,1,11,12,8135091.0,4796.1,0.917,19
Tellapur,1580.6,3,3,1.0,10,12,18,10089950.0,6383.6,0.667,18
Gachibowli,1054.5,2,2,1.0,20,14,25,7750006.0,7349.5,0.56,5
Miyapur,1742.8,3,3,2.0,2,12,13,9484120.0,5441.9,0.923,14
LB Nagar,1549.7,3,4,2.0,3,3,6,7562524.0,4880.0,0.5,11
LB Nagar,2432.1,4,4,1.0,15,12,22,8761757.0,3602.5,0.545,11
LB Nagar,996.9,2,2,1.0,15,0,20,3816366.0,3828.2,0.0,11
Miyapur,1656.4,3,3,1.0,10,16,18,9638282.0,5818.8,0.889,14
Tellapur,3040.2,5,6,1.0,7,15,16,20625182.0,6784.2,0.938,18
Kompally,2024.3,4,4,3.0,3,11,24,10765693.0,5318.2,0.458,8
LB Nagar,2094.0,3,3,1.0,2,3,15,8955974.0,4277.0,0.2,11
Kukatpally,1289.4,2,2,2.0,15,5,25,7416596.0,5752.0,0.2,10
Financial District,1668.2,3,3,1.0,1,5,5,15746742.0,9439.4,1.0,4
Kukatpally,1644.9,3,3,1.0,5,5,21,10435347.0,6344.1,0.238,10
Hitech City,2032.4,4,4,1.0,5,14,20,18405790.0,9056.2,0.7,6
Miyapur,1426.2,3,3,0.0,3,1,7,7955399.0,5578.0,0.143,14
Banjara Hills,852.7,2,2,1.0,7,10,24,11586139.0,13587.6,0.417,1
Nizampet,940.9,2,2,0.0,7,2,7,4834465.0,5138.1,0.286,16
Jubilee Hills,821.8,2,2,2.0,25,1,7,9587846.0,11666.9,0.143,7
Financial District,1171.9,2,3,2.0,20,11,11,11160683.0,9523.6,1.0,4
Shaikpet,2114.6,4,4,1.0,1,3,3,13105271.0,6197.5,1.0,17
Kompally,1837.5,3,3,2.0,7,2,5,8900857.0,4844.0,0.4,8
Nizampet,1568.0,3,4,2.0,5,2,4,7762417.0,4950.5,0.5,16
Hitech City,1986.8,3,3,1.0,1,2,8,17732878.0,8925.3,0.25,6
Kondapur,573.8,1,1,2.0,5,6,8,4104679.0,7153.5,0.75,9
Kukatpally,1572.4,3,3,2.0,25,8,11,7644558.0,4861.7,0.727,10
Nallagandla,2052.6,4,5,2.0,2,5,7,14800977.0,7210.8,0.714,15
Manikonda,1524.9,3,3,2.0,0,7,24,9631656.0,6316.3,0.292,13
Kompally,1823.3,3,3,1.0,15,4,17,8444236.0,4631.3,0.235,8
Hitech City,1288.6,2,2,0.0,7,3,7,11653193.0,9043.3,0.429,6
Nizampet,1189.5,2,3,1.0,10,3,24,6747167.0,5672.3,0.125,16
Tellapur,1766.7,3,4,1.0,10,5,18,12082250.0,6838.9,0.278,18
Kukatpally,2210.4,4,5,2.0,3,17,17,14988261.0,6780.8,1.0,10
Kukatpally,2617.6,4,5,0.0,0,9,17,16267750.0,6214.8,0.529,10
Nallagandla,2403.4,4,4,1.0,7,6,13,15191994.0,6321.0,0.462,15
Shaikpet,1988.6,4,5,2.0,3,1,3,15312502.0,7700.1,0.333,17
Hitech City,1171.4,2,3,0.0,7,9,13,9969924.0,8511.1,0.692,6
Jubilee Hills,1062.0,2,2,1.0,10,10,12,14747890.0,13886.9,0.833,7
Madhapur,1475.3,3,3,1.0,20,4,12,9250144.0,6270.0,0.333,12
Miyapur,1533.2,3,4,1.0,0,12,19,8042662.0,5245.7,0.632,14
Tellapur,1501.0,3,3,3.0,15,4,7,9528091.0,6347.8,0.571,18
Miyapur,1547.8,3,3,1.0,0,5,6,8525935.0,5508.4,0.833,14
Manikonda,898.0,2,2,2.0,1,4,21,5900372.0,6570.6,0.19,13
Financial District,1110.7,2,3,1.0,1,0,4,9228998.0,8309.2,0.0,4
Kondapur,2113.6,4,4,1.0,7,8,13,16496967.0,7805.2,0.615,9
Banjara Hills,1537.8,3,4,3.0,20,5,14,19344392.0,12579.3,0.357,1
Manikonda,2588.9,5,5,1.0,3,0,12,16192069.0,6254.4,0.0,13
