Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt
LB Nagar,2432.1,4,4,1.0,15,12,22,8761757.0,3602.6
LB Nagar,996.9,2,2,1.0,15,0,20,3816366.0,3828.1
Miyapur,1656.4,3,3,1.0,10,16,18,9638282.0,5819.0
Tellapur,3040.2,5,6,1.0,7,15,16,20625182.0,6784.1
Kompally,2024.3,4,4,3.0,3,11,24,10765693.0,5318.2
LB Nagar,2094.0,3,3,1.0,2,3,15,8955974.0,4277.0
Kukatpally,1289.4,2,2,2.0,15,5,25,7416596.0,5751.9
Financial District,1668.2,3,3,1.0,1,5,5,15746742.0,9439.6
Kukatpally,1644.9,3,3,1.0,5,5,21,10435347.0,6344.1
Jubilee Hills,2628.4,4,4,1.0,7,1,18,40367787.0,15358.6
Hitech City,2032.4,4,4,1.0,5,14,20,18405790.0,9056.4
Miyapur,1426.2,3,3,0.0,3,1,7,7955399.0,5578.2
Banjara Hills,852.7,2,2,1.0,7,10,24,11586139.0,13587.1
Nizampet,940.9,2,2,0.0,7,2,7,4834465.0,5137.9
Jubilee Hills,821.8,2,2,2.0,25,1,7,9587846.0,11666.9
Financial District,1171.9,2,3,2.0,20,11,11,11160683.0,9523.7
Jubilee Hills,2957.4,5,6,3.0,20,9,11,44516465.0,15052.7
Shaikpet,2114.6,4,4,1.0,1,3,3,13105271.0,6197.4
Kompally,1837.5,3,3,2.0,7,2,5,8900857.0,4844.0
Nizampet,1568.0,3,4,2.0,5,2,4,7762417.0,4950.4
Hitech City,1986.8,3,3,1.0,1,2,8,17732878.0,8925.2
Kondapur,573.8,1,1,2.0,5,6,8,4104679.0,7153.0
Kukatpally,1572.4,3,3,2.0,25,8,11,7644558.0,4861.8
Jubilee Hills,2366.2,4,4,1.0,10,9,17,35609765.0,15049.4
Nallagandla,2052.6,4,5,2.0,2,5,7,14800977.0,7210.9
Manikonda,1524.9,3,3,2.0,0,7,24,9631656.0,6316.1
Kompally,1823.3,3,3,1.0,15,4,17,8444236.0,4631.3
Jubilee Hills,1992.4,3,4,1.0,2,4,4,32348504.0,16236.3
Hitech City,1288.6,2,2,0.0,7,3,7,11653193.0,9043.1
Nizampet,1189.5,2,3,1.0,10,3,24,6747167.0,5672.2
Tellapur,1766.7,3,4,1.0,10,5,18,12082250.0,6838.7
Kukatpally,2210.4,4,5,2.0,3,17,17,14988261.0,6780.9
Kukatpally,2617.6,4,5,0.0,0,9,17,16267750.0,6214.7
Nallagandla,2403.4,4,4,1.0,7,6,13,15191994.0,6321.0
Shaikpet,1988.6,4,5,2.0,3,1,3,15312502.0,7700.3
Hitech City,1171.4,2,3,0.0,7,9,13,9969924.0,8511.4
Jubilee Hills,1062.0,2,2,1.0,10,10,12,14747890.0,13887.3
Madhapur,1475.3,3,3,1.0,20,4,12,9250144.0,6269.9
Miyapur,1533.2,3,4,1.0,0,12,19,8042662.0,5245.8
Tellapur,1501.0,3,3,3.0,15,4,7,9528091.0,6347.6
Miyapur,1547.8,3,3,1.0,0,5,6,8525935.0,5508.3
Manikonda,898.0,2,2,2.0,1,4,21,5900372.0,6570.4
Financial District,1110.7,2,3,1.0,1,0,4,9228998.0,8309.4
Kondapur,2113.6,4,4,1.0,7,8,13,16496967.0,7805.2
Banjara Hills,1537.8,3,4,3.0,20,5,14,19344392.0,12579.4
Manikonda,2588.9,5,5,1.0,3,0,12,16192069.0,6254.3
Tellapur,2391.2,4,5,1.0,10,0,3,14381662.0,6014.3
Ameerpet,1469.8,2,2,2.0,2,22,22,9191670.0,6253.7
Bowenpally,1808.3,3,4,1.0,5,5,17,9336386.0,5163.2
Kukatpally,2907.6,5,6,1.0,5,4,13,15759180.0,5419.9
Ameerpet,1317.5,3,3,1.0,0,9,14,9347061.0,7094.5
Shaikpet,1229.2,3,4,2.0,0,9,20,9043629.0,7357.6
Nallagandla,2415.2,4,4,3.0,2,0,6,15754654.0,6523.1
Financial District,1158.3,2,3,3.0,7,6,15,11137556.0,9615.5
Financial District,2100.0,4,4,1.0,1,20,20,19780024.0,9419.1
Gachibowli,875.4,2,2,1.0,3,6,24,8159888.0,9321.3
LB Nagar,1246.0,2,3,3.0,10,0,5,5479050.0,4397.4
Madhapur,1460.4,3,3,1.0,1,4,13,11352380.0,7773.3
Bowenpally,1577.2,3,4,1.0,0,4,6,8640526.0,5478.4
Kondapur,1305.8,3,3,2.0,0,7,7,7776556.0,5955.2
Nizampet,1262.4,2,2,2.0,3,13,15,7285605.0,5771.2
Nizampet,691.8,1,1,1.0,10,10,20,3977813.0,5750.1
Ameerpet,2653.2,4,5,2.0,7,12,20,16209209.0,6109.3
Nizampet,1410.5,3,3,1.0,3,13,22,7576201.0,5371.3
LB Nagar,1357.1,2,3,1.0,3,1,21,5728879.0,4221.4
Hitech City,1228.9,2,2,1.0,2,9,17,12688847.0,10325.0
Kompally,1394.0,3,4,2.0,3,7,22,6698394.0,4805.2
Kondapur,1787.7,3,4,3.0,3,10,16,14841535.0,8302.2
Kukatpally,1494.4,3,3,2.0,3,13,15,8900424.0,5955.8
Financial District,1974.1,4,4,2.0,15,1,8,15756599.0,7981.5
Shaikpet,553.9,1,1,1.0,7,5,16,3627422.0,6548.4
Nallagandla,1001.2,2,3,1.0,1,0,5,6841605.0,6833.5
Tellapur,1405.2,2,2,1.0,2,7,13,9565764.0,6807.3
Manikonda,1541.4,3,3,0.0,3,1,6,9287696.0,6025.3
Tellapur,920.3,2,3,1.0,7,2,3,6625125.0,7199.2
Kompally,2462.1,4,5,3.0,7,8,20,12279355.0,4987.4
Hitech City,588.2,1,1,1.0,5,9,9,5009516.0,8516.7
Nallagandla,973.5,1,1,1.0,15,1,16,5346468.0,5491.8
Banjara Hills,1115.4,2,2,2.0,0,5,6,15523622.0,13917.0
Tellapur,1486.3,3,3,1.0,0,3,7,9421928.0,6339.1
Financial District,1938.9,3,4,2.0,15,10,11,18117365.0,9344.3
Tellapur,1310.4,2,3,1.0,7,21,23,11605682.0,8856.6
Nallagandla,955.8,2,3,1.0,2,15,21,6389924.0,6685.4
Shaikpet,1851.3,3,4,2.0,0,1,5,13418985.0,7248.6
Financial District,997.3,2,2,1.0,0,0,21,9545332.0,9571.6
Kukatpally,1011.6,2,2,1.0,25,4,20,4759370.0,4704.7
Financial District,2453.5,4,4,2.0,7,1,13,23342841.0,9514.0
Nizampet,1736.5,3,3,2.0,5,1,5,7809108.0,4497.1
Financial District,1226.3,2,2,1.0,3,1,9,11021210.0,8987.3
Ameerpet,1822.5,3,4,1.0,1,7,10,9729268.0,5338.5
Uppal,1116.2,2,2,2.0,0,3,4,4774382.0,4277.4
Madhapur,2471.9,5,6,1.0,3,0,2,18908006.0,7649.1
Begumpet,2010.9,3,4,1.0,2,2,3,14431519.0,7176.7
Bowenpally,1684.5,3,3,2.0,10,4,8,8071530.0,4791.7
Nizampet,1141.3,2,3,1.0,0,1,6,5438202.0,4765.0
LB Nagar,2574.3,4,5,0.0,1,8,23,12766488.0,4959.2
Kukatpally,3289.5,5,6,1.0,3,9,17,21761035.0,6615.2
Kondapur,1613.0,3,3,1.0,10,0,2,9778250.0,6062.2
Gachibowli,2057.2,4,5,1.0,0,0,8,16921332.0,8225.6
Madhapur,1494.2,3,3,1.0,15,19,24,11046317.0,7392.7
Uppal,1056.0,2,2,3.0,7,5,20,4540801.0,4300.0
Gachibowli,1426.3,3,4,1.0,0,1,6,12707992.0,8909.9
Manikonda,1047.0,2,2,1.0,0,14,21,6879021.0,6570.1
Shaikpet,1925.0,3,4,1.0,2,10,12,15753230.0,8183.6
Uppal,1177.1,2,2,1.0,5,0,25,4833433.0,4106.2
Bowenpally,1346.5,2,2,1.0,10,0,6,6523409.0,4844.6
Kompally,583.2,1,2,2.0,25,11,18,2531762.0,4341.0
Shaikpet,2886.8,5,5,1.0,3,15,17,19685946.0,6819.4
Financial District,1488.3,3,3,3.0,0,3,5,14666006.0,9854.1
Gachibowli,1991.1,3,3,0.0,25,0,19,14088128.0,7075.6
Banjara Hills,1558.6,3,4,2.0,5,11,11,23721711.0,15219.7
Financial District,1834.4,3,4,0.0,3,2,8,18460206.0,10063.3
Madhapur,2258.1,4,5,1.0,1,0,7,19276451.0,8536.7
Hitech City,616.6,1,1,1.0,3,4,6,5003557.0,8115.0
Madhapur,1324.5,2,3,1.0,20,21,25,11698285.0,8832.5
Hitech City,995.1,2,3,1.0,15,1,17,7787438.0,7826.1
Miyapur,1437.1,2,3,2.0,5,11,12,8359015.0,5816.5
Kondapur,2211.0,4,5,2.0,5,7,14,16280093.0,7363.2
Banjara Hills,1673.0,3,4,1.0,15,3,9,22097462.0,13208.6
Kompally,907.0,2,2,1.0,3,14,15,4441422.0,4896.9
Shaikpet,1265.9,3,4,1.0,5,4,16,8759177.0,6919.3
Madhapur,2300.6,4,4,0.0,5,5,19,18348229.0,7975.3
Miyapur,1285.1,2,3,1.0,15,9,24,6650362.0,5175.2
Uppal,1230.4,2,2,1.0,3,0,3,6258446.0,5086.4
Shaikpet,559.9,1,1,1.0,10,2,16,3828007.0,6836.9
Bowenpally,1585.8,3,4,1.0,10,7,22,7070924.0,4458.8
Shaikpet,2462.9,4,4,2.0,15,2,12,17163451.0,6968.8
Uppal,1180.4,2,3,2.0,10,6,14,4669204.0,3955.6
Miyapur,1779.8,3,3,1.0,3,4,7,10365830.0,5824.0
Uppal,1574.8,3,3,2.0,20,9,25,6735898.0,4277.3
LB Nagar,1603.8,3,3,1.0,10,8,16,6894851.0,4299.2
Nallagandla,1847.7,3,3,1.0,0,0,10,13262272.0,7177.9
Ameerpet,1446.2,3,3,2.0,1,0,4,8100650.0,5601.3
Jubilee Hills,1834.8,3,3,2.0,2,16,18,27186562.0,14817.4
Financial District,1319.5,2,2,1.0,1,16,19,12595875.0,9545.7
Jubilee Hills,1411.9,3,3,1.0,0,6,12,21126217.0,14962.9
Hitech City,2242.2,4,5,2.0,20,1,22,15518960.0,6921.2
Madhapur,2647.9,4,5,1.0,10,0,2,20202888.0,7629.9
Hitech City,1887.3,3,4,1.0,5,5,16,18199199.0,9643.1
Banjara Hills,1514.8,3,3,1.0,10,6,15,19027233.0,12561.0
Nizampet,1765.0,3,3,2.0,3,17,18,11399149.0,6458.3
Madhapur,674.2,1,1,1.0,15,4,24,5224220.0,7749.1
Kompally,624.7,1,2,1.0,25,2,8,2496187.0,3995.7
Nallagandla,2535.3,4,5,1.0,0,1,5,17357884.0,6846.6
Tellapur,2415.9,4,5,1.0,25,0,14,13561989.0,5613.5
Financial District,1869.4,3,4,3.0,7,5,18,17339669.0,9275.6
Jubilee Hills,3643.2,5,5,,0,3,8,53942178.0,14806.2
Kondapur,1752.5,3,3,2.0,0,0,25,12411722.0,7082.4
Kompally,1714.6,3,4,1.0,7,3,4,8304395.0,4843.3
Shaikpet,1639.9,3,3,1.0,3,9,16,10065459.0,6137.7
Begumpet,1255.1,2,2,1.0,25,4,11,8041376.0,6407.0
Kukatpally,984.3,2,3,2.0,2,4,14,5253307.0,5337.0
Shaikpet,1127.7,2,2,1.0,5,19,22,7631862.0,6767.8
Manikonda,2781.9,4,5,2.0,1,13,17,16859908.0,6060.5
Begumpet,1714.7,3,3,1.0,2,0,9,12104759.0,7059.6
Gachibowli,1754.4,4,4,1.0,20,2,5,10867943.0,6194.6
Nallagandla,1938.8,3,3,1.0,0,2,11,14133040.0,7289.4
Kondapur,1816.8,3,3,2.0,5,1,4,12940391.0,7122.6
Kukatpally,706.7,1,1,0.0,2,16,16,4376880.0,6193.0
Nizampet,2320.0,4,4,2.0,1,15,19,12694379.0,5471.8
Kompally,1223.7,2,2,3.0,10,0,4,6021585.0,4920.7
Bowenpally,1302.5,2,2,3.0,3,5,8,7885280.0,6054.1
Banjara Hills,1660.5,3,4,1.0,3,5,13,24381572.0,14683.7
Kompally,1629.7,3,4,2.0,25,15,19,7709633.0,4730.8
Tellapur,1642.9,3,4,2.0,3,1,9,11448352.0,6968.3
Ameerpet,1785.8,3,4,,5,4,6,11191402.0,6267.1
Banjara Hills,1211.5,2,3,1.0,10,2,19,16797629.0,13865.2
Madhapur,3131.1,4,4,1.0,20,5,17,23973473.0,7656.5
Tellapur,2230.4,4,4,1.0,5,4,4,14801276.0,6636.1
Begumpet,716.7,1,2,1.0,5,1,13,5480860.0,7647.3
Madhapur,1554.4,2,3,2.0,2,11,11,15617266.0,10047.2
Gachibowli,2353.7,4,4,1.0,2,11,13,20973395.0,8910.7
Kondapur,1895.8,3,4,0.0,2,2,12,12710392.0,6704.4
Financial District,1452.2,2,3,1.0,5,11,24,14725448.0,10139.9
Uppal,1378.2,3,4,2.0,15,17,21,5783297.0,4196.4
Begumpet,1984.7,3,3,1.0,3,5,5,15763484.0,7942.5
Jubilee Hills,1764.7,3,3,2.0,3,1,6,24861121.0,14087.7
Nizampet,2575.3,4,4,2.0,10,6,16,13583237.0,5274.4
Nizampet,1320.4,3,3,2.0,0,2,11,7437784.0,5633.0
Begumpet,1688.9,3,3,0.0,7,15,16,13476868.0,7979.7
Hitech City,1164.1,2,2,2.0,2,7,15,10196398.0,8759.0
Gachibowli,3029.0,5,5,2.0,10,1,7,24409919.0,8058.6
Shaikpet,544.5,1,1,0.0,1,0,10,3519941.0,6464.2
LB Nagar,2201.6,3,3,1.0,10,1,16,9483210.0,4307.4
Banjara Hills,1512.3,2,3,1.0,2,1,7,22349590.0,14778.8
Nizampet,3519.5,5,5,1.0,0,2,7,19658228.0,5585.5
Financial District,1548.9,3,3,1.0,1,8,11,15046834.0,9714.8
LB Nagar,1601.6,3,3,3.0,5,2,25,6769048.0,4226.5
Shaikpet,953.9,2,2,1.0,7,1,9,6558382.0,6875.1
Bowenpally,775.1,2,2,2.0,7,5,25,3663658.0,4726.4
Manikonda,1690.7,3,3,1.0,15,6,23,9206793.0,5445.6
Hitech City,1240.5,2,3,1.0,0,6,25,11298385.0,9107.6
Bowenpally,1717.2,3,4,1.0,3,13,15,8377978.0,4878.8
Tellapur,1315.1,3,4,1.0,10,10,10,8193809.0,6230.7
Manikonda,643.1,1,1,2.0,25,15,22,2958932.0,4601.0
Hitech City,1598.4,3,4,1.0,2,3,5,15424842.0,9650.1
Manikonda,866.3,2,2,1.0,0,19,20,6189434.0,7144.4
Bowenpally,1233.4,3,4,2.0,3,9,13,6797016.0,5510.8
Nizampet,2192.1,3,3,1.0,2,4,12,11460353.0,5228.1
Kukatpally,3360.4,5,5,0.0,2,0,17,19969404.0,5942.6
Banjara Hills,1118.9,2,2,2.0,5,17,20,15582698.0,13926.5
Nizampet,1686.9,3,3,1.0,7,0,25,8702514.0,5158.8
Manikonda,1268.7,2,2,1.0,5,3,4,7603003.0,5992.7
Banjara Hills,2374.5,4,4,1.0,7,6,8,34971050.0,14727.5
Nallagandla,1576.6,3,3,1.0,0,7,9,10416636.0,6607.1
LB Nagar,1509.2,3,3,3.0,0,3,3,7937750.0,5259.6
Tellapur,1317.9,3,4,1.0,10,8,22,8315329.0,6309.6
Banjara Hills,2314.5,4,4,1.0,20,2,14,30132353.0,13019.2
LB Nagar,2648.1,5,6,3.0,25,3,8,8755847.0,3306.4
Gachibowli,2306.2,4,5,1.0,5,16,16,20260559.0,8785.1
Shaikpet,1975.9,4,4,1.0,5,8,24,12999676.0,6579.0
Ameerpet,1179.6,2,2,1.0,20,6,16,6861477.0,5816.9
Nizampet,1487.8,2,3,3.0,20,8,8,6273453.0,4216.7
Hitech City,823.4,2,2,2.0,20,2,14,6500768.0,7895.4
Madhapur,1857.4,4,4,1.0,20,0,15,12374689.0,6662.4
Kukatpally,1943.3,3,4,1.0,2,2,14,11183646.0,5754.8
Kukatpally,2847.2,4,5,3.0,5,14,21,21015986.0,7381.4
Nizampet,1416.7,2,2,0.0,20,0,2,6070010.0,4284.7
Kukatpally,1990.2,3,4,3.0,10,1,5,10527243.0,5289.5
Hitech City,2708.1,4,4,1.0,5,21,23,24734116.0,9133.5
Nallagandla,1266.6,2,3,1.0,1,9,10,8458537.0,6678.2
Hitech City,735.7,1,2,1.0,5,6,6,6266308.0,8517.1
Jubilee Hills,1176.0,2,3,1.0,10,9,15,16591685.0,14108.1
Ameerpet,1437.1,2,2,3.0,3,9,19,9381764.0,6528.1
Banjara Hills,2262.2,4,5,1.0,25,1,14,26663828.0,11786.4
Madhapur,1410.4,3,3,1.0,10,0,4,9901019.0,7020.1
Hitech City,1918.0,3,3,1.0,7,11,12,19251073.0,10036.9
Manikonda,1126.1,2,2,0.0,3,1,6,6858892.0,6090.7
Gachibowli,1561.6,3,4,2.0,5,8,25,12541076.0,8030.9
Miyapur,1223.2,2,3,0.0,5,14,25,5999022.0,4904.3
Jubilee Hills,3025.8,5,5,2.0,15,6,7,41238049.0,13628.9
LB Nagar,1098.4,2,3,3.0,7,20,23,5106290.0,4648.8
Nallagandla,1500.4,3,3,0.0,2,2,2,10222146.0,6813.1
Hitech City,2614.6,4,5,2.0,1,0,16,25648235.0,9809.7
Begumpet,623.0,1,1,1.0,7,3,6,4316429.0,6928.4
Nallagandla,2007.7,4,4,2.0,10,23,23,13854719.0,6900.7
Manikonda,625.0,1,1,1.0,7,2,2,3329811.0,5327.5
Nizampet,655.9,1,2,3.0,15,18,18,3220608.0,4910.1
Uppal,1414.6,3,4,1.0,7,4,9,6522859.0,4611.0
Begumpet,1049.9,2,2,,20,12,13,7446903.0,7092.6
Kompally,2092.1,4,4,1.0,2,22,23,11106195.0,5308.5
Ameerpet,1688.8,3,3,1.0,10,1,3,8674184.0,5136.2
Madhapur,1085.4,2,3,2.0,10,2,5,9074755.0,8360.5
Tellapur,1992.7,3,3,,15,3,14,12826951.0,6437.1
Shaikpet,1118.0,2,3,2.0,1,9,19,9429368.0,8433.8
Kondapur,3672.8,5,6,2.0,7,0,7,23438619.0,6381.7
Madhapur,1465.0,3,3,2.0,3,1,8,13238682.0,9036.8
Banjara Hills,1092.0,2,3,1.0,3,7,19,16932466.0,15505.8
Nizampet,1285.7,2,3,1.0,7,2,6,6058067.0,4712.0
Kukatpally,1580.9,3,3,1.0,10,10,12,9253837.0,5853.4
Gachibowli,1262.8,2,2,1.0,3,2,7,9429164.0,7466.8
Kompally,1132.5,2,2,2.0,20,10,12,6167593.0,5445.9
Begumpet,1245.3,2,2,1.0,3,1,2,9784216.0,7857.2
Uppal,1292.0,3,4,1.0,1,2,10,6170061.0,4775.5
Banjara Hills,2231.1,4,4,2.0,1,8,25,32159554.0,14414.3
LB Nagar,2253.1,4,4,1.0,2,14,14,9521283.0,4225.8
LB Nagar,1820.2,3,4,2.0,3,16,17,8018171.0,4405.1
Gachibowli,886.5,2,3,2.0,1,0,9,7345819.0,8286.5
Bowenpally,1332.7,3,3,1.0,3,6,11,7046203.0,5287.2
Tellapur,1424.2,3,4,1.0,3,1,4,10518019.0,7385.4
Madhapur,1175.4,2,3,2.0,7,2,9,8875909.0,7551.3
Shaikpet,963.5,2,2,1.0,5,9,10,6124199.0,6356.4
Bowenpally,1330.8,3,3,2.0,15,7,10,6423455.0,4826.7
Begumpet,1880.2,3,4,2.0,0,5,8,13790890.0,7334.7
Uppal,897.9,2,2,1.0,10,1,18,3790991.0,4222.3
Tellapur,928.0,2,3,1.0,10,5,13,6792789.0,7320.0
Jubilee Hills,1067.4,2,2,2.0,10,18,20,15166181.0,14208.5
Nizampet,1705.7,3,3,0.0,0,11,24,9208680.0,5398.8
Banjara Hills,1096.4,2,2,1.0,1,11,22,15899163.0,14501.5
Manikonda,1684.2,3,3,1.0,1,0,5,11429803.0,6786.5
Jubilee Hills,1483.6,3,3,1.0,20,18,21,19008978.0,12812.4
Kondapur,2242.0,4,4,1.0,5,2,5,15323301.0,6834.7
LB Nagar,1520.5,4,5,0.0,15,1,5,5361067.0,3525.9
Madhapur,562.8,1,1,1.0,7,2,3,4769772.0,8474.4
Tellapur,2865.2,5,5,1.0,5,10,21,20266353.0,7073.3
Gachibowli,1940.8,3,4,1.0,0,0,6,16835455.0,8674.3
Ameerpet,1442.6,3,3,1.0,25,5,24,7270639.0,5039.9
Kukatpally,1198.8,2,3,2.0,10,4,9,7796413.0,6503.2
Kukatpally,1538.9,3,3,2.0,2,9,22,9645989.0,6268.3
Financial District,1249.9,2,3,1.0,15,9,17,11562366.0,9250.8
Ameerpet,656.4,1,1,1.0,2,9,16,3973920.0,6053.9
Miyapur,1772.3,3,3,1.0,7,2,19,8121472.0,4582.4
Kondapur,1769.6,3,3,2.0,10,0,13,12529344.0,7080.5
Financial District,980.6,2,3,1.0,5,14,14,9115265.0,9295.7
Uppal,1276.2,2,3,0.0,3,2,9,4987428.0,3908.1
Ameerpet,1453.1,3,3,1.0,7,10,12,9627783.0,6625.7
Kondapur,624.7,1,2,1.0,7,2,2,4716546.0,7550.7
Ameerpet,1143.5,2,3,0.0,2,2,18,6239376.0,5456.3
Gachibowli,1401.3,3,4,1.0,1,5,5,11006263.0,7854.6
LB Nagar,972.0,2,2,1.0,10,6,21,4158180.0,4278.1
Hitech City,1980.6,3,3,1.0,7,4,4,16874958.0,8520.0
Manikonda,1655.2,3,3,2.0,2,18,19,10664864.0,6443.2
Manikonda,1118.4,2,3,2.0,1,11,18,6498032.0,5809.9
Manikonda,2271.8,4,4,1.0,15,3,22,12805854.0,5636.9
Madhapur,773.4,1,2,0.0,25,8,8,5154951.0,6664.9
Kompally,1540.2,3,3,1.0,3,9,13,8715400.0,5658.6
Uppal,1874.3,3,3,1.0,25,5,20,6777638.0,3616.1
LB Nagar,1487.7,3,4,1.0,5,14,15,6928609.0,4657.3
Uppal,2274.8,4,4,2.0,3,6,23,11706265.0,5146.0
Hitech City,1288.2,2,2,1.0,3,0,19,44279932.623956755,8565.8
Nallagandla,1090.4,2,2,2.0,0,3,6,6859707.0,6290.9
Begumpet,2526.0,4,4,1.0,10,13,21,17703182.0,7008.3
Gachibowli,2305.9,4,4,1.0,0,2,2,19589836.0,8495.3
Tellapur,2276.4,4,5,1.0,3,15,21,16210504.0,7121.2
Miyapur,1356.7,2,2,1.0,7,18,20,7908835.0,5829.7
Madhapur,2641.6,4,5,0.0,20,2,16,18023505.0,6823.1
Begumpet,1752.2,3,3,1.0,2,3,16,14694234.0,8386.2
Begumpet,1737.0,3,4,2.0,3,12,23,14255823.0,8207.4
LB Nagar,1257.2,2,2,1.0,20,5,5,4555886.0,3623.8
Ameerpet,1256.6,2,3,1.0,20,13,13,6404219.0,5096.3
Begumpet,1409.0,3,4,3.0,10,8,23,10146516.0,7201.3
Bowenpally,2805.0,5,6,0.0,3,7,11,13012458.0,4639.0
Begumpet,2068.8,4,5,1.0,7,5,24,15160207.0,7328.0
Financial District,639.2,1,2,1.0,5,0,25,5700701.0,8918.3
Ameerpet,2304.2,4,5,1.0,2,17,17,16458653.0,7142.9
Hitech City,1767.0,3,4,1.0,25,14,24,14767741.0,8357.4
Hitech City,1862.7,4,4,2.0,2,5,10,18685205.0,10031.1
Begumpet,1836.9,3,4,1.0,3,1,2,13837479.0,7532.9
Bowenpally,2141.4,4,4,0.0,1,5,11,12071149.0,5637.0
Bowenpally,1029.9,2,3,1.0,1,12,12,5741711.0,5575.3
LB Nagar,2976.1,4,4,1.0,25,10,12,10012335.0,3364.3
Ameerpet,1155.8,2,2,3.0,20,5,22,6416602.0,5551.7
Uppal,1134.2,2,2,0.0,5,2,9,4952707.0,4366.9
Manikonda,2292.5,4,5,1.0,5,4,10,13726250.0,5987.5
Financial District,1331.4,2,2,1.0,0,6,9,12564959.0,9437.6
Banjara Hills,1237.1,2,2,2.0,1,8,13,17365913.0,14037.6
Nallagandla,1176.4,2,3,1.0,15,19,23,6657331.0,5659.2
Madhapur,1554.4,2,3,2.0,2,11,11,15617266.0,10047.2
Jubilee Hills,1934.7,4,5,2.0,10,14,17,27315541.0,14118.9
Hitech City,1605.9,3,4,1.0,7,2,7,13132904.0,8177.7
